,Restaurant,Category,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
1622,kfc,"pot pie, bowls and value boxes",OR Drumstick Value Box,400,15,37,1110.0,0.0
1623,kfc,"pot pie, bowls and value boxes",EC Drumstick Value Box,450,16,39,1190.0,0.0
1624,kfc,"pot pie, bowls and value boxes",Grilled Thigh Value Box,460,23,34,1330.0,0.0
1625,kfc,"pot pie, bowls and value boxes",OR Thigh Value Box,540,20,42,1540.0,0.0
1626,kfc,"pot pie, bowls and value boxes",EC Thigh Value Box,660,22,49,1560.0,0.0
1627,kfc,salads and more,Crispy Chicken Caesar Salad without Dressing & Croutons,330,29,16,810.0,3.0
1628,kfc,salads and more,Caesar Side Salad without Dressing & Croutons,40,3,2,90.0,1.0
1629,kfc,salads and more,Crispy Chicken BLT Salad without Dressing,350,30,18,990.0,5.0
1630,kfc,salads and more,House Side Salad without Dressing,15,1,3,10.0,2.0
1631,kfc,salads and more,Heinz Buttermilk Ranch Dressing (1),160,0,1,220.0,1.0
1632,kfc,salads and more,Hidden Valley® The Original Ranch® Fat Free Dressing (1),35,1,8,410.0,2.0
1633,kfc,salads and more,Marzetti Light Italian Dressing (1),15,0,2,510.0,1.0
1634,kfc,salads and more,KFC® Creamy Parmesan Caesar Dressing (1),260,2,4,540.0,2.0
1635,kfc,salads and more,Parmesan Garlic Croutons Pouch (1),70,1,8,160.0,0.0
1636,kfc,sides (individual),Green Beans,25,1,4,260.0,1.0
1637,kfc,sides (individual),Mashed Potatoes with Gravy,120,2,19,530.0,0.0
1638,kfc,sides (individual),Mashed Potatoes without Gravy,90,2,15,320.0,0.0
1639,kfc,sides (individual),Gravy (with Bites),50,1,7,410.0,0.0
1640,kfc,sides (individual),Macaroni and Cheese,170,5,22,830.0,2.0
1641,kfc,sides (individual),Potato Wedges,290,4,35,810.0,0.0
1642,kfc,sides (individual),Corn on the Cob (3″ ),70,2,16,0.0,3.0
1643,kfc,sides (individual),BBQ Baked Beans,210,8,41,780.0,18.0
1644,kfc,sides (individual),Potato Salad,210,2,26,560.0,6.0
1645,kfc,sides (individual),Cole Slaw,170,1,19,170.0,14.0
1646,kfc,sides (individual),Biscuit,180,4,23,530.0,2.0
1647,kfc,sides (individual),Sweet Kernel Corn,100,3,21,0.0,3.0
1648,kfc,sides (individual),Macaroni Salad,190,4,22,430.0,6.0
1649,kfc,sides (individual),KFC® Cornbread Muffin,210,3,28,240.0,11.0
1650,kfc,sides (individual),Sargento® Light String Cheese,50,6,1,160.0,0.0
1651,kfc,sides (individual),GoGo squeeZ™ Applesauce,60,0,15,0.0,12.0
1652,kfc,sides (individual),KFC® Gizzards,190,13,11,500.0,0.0
1653,kfc,sides (individual),KFC® Livers,150,11,8,480.0,0.0
1654,kfc,sides (individual),Country Fried Steak without Peppered White Gravy,360,13,22,750.0,0.0
1655,kfc,sides (individual),Country Fried Steak with Peppered White Gravy,390,13,26,910.0,0.0
1656,kfc,sides (individual),Jalapeno Peppers,20,0,1,480.0,0.0
1657,kfc,sides (individual),Honey Sauce Packet,30,0,8,0.0,5.0
1658,kfc,sides (individual),Colonel’s Buttery Spread,30,0,0,30.0,0.0
1659,kfc,sides (individual),Bacon Ranch Dipping Sauce Cup,140,0,1,220.0,1.0
1660,kfc,sides (individual),Creamy Buffalo Dipping Sauce Cup,70,0,2,510.0,0.0
1661,kfc,sides (individual),Orange Ginger Dipping Sauce Cup,50,0,11,220.0,10.0
1662,kfc,sides (individual),Sweet and Sour Dipping Sauce Cup,45,0,12,95.0,10.0
1663,kfc,sides (individual),Honey Mustard Dipping Sauce Cup,120,0,6,110.0,5.0
1664,kfc,sides (individual),Creamy Ranch Dipping Sauce Cup,140,0,1,230.0,1.0
1665,kfc,sides (individual),HBBQ Dipping Sauce Cup,40,0,9,310.0,8.0
1666,kfc,desserts,Apple Turnover (1),230,2,32,140.0,12.0
1667,kfc,desserts,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake),300,4,39,260.0,27.0
1668,kfc,desserts,Café Valley Bakery® Lemon Cake (8 slices per cake),210,2,28,190.0,19.0
1669,kfc,desserts,Café Valley Bakery® Mini Chocolate Chip Cake,300,3,49,190.0,35.0
1670,kfc,desserts,Café Valley Bakery® Mini Lemon Cake,300,3,43,230.0,31.0
1671,kfc,desserts,Reese’s® Peanut Butter Pie Slice,310,5,31,200.0,22.0
1672,kfc,desserts,Oreo® Cookies and Crème Pie Slice,290,3,34,210.0,23.0
1673,kfc,desserts,Sweet Life® Oatmeal Raisin Cookie,150,2,22,105.0,13.0
1674,kfc,desserts,Sweet Life® Chocolate Chip Cookie,160,2,22,90.0,15.0
1675,kfc,desserts,Sweet Life® Sugar Cookie,160,2,21,120.0,10.0
1676,kfc,desserts,Sweet Life® Double Fudge Cookie,160,2,21,105.0,14.0
1677,kfc,beverages,Capri Sun® Roarin’ Waters Tropical Fruit,30,0,8,15.0,8.0
1678,kfc,beverages,Milk 1%,110,9,14,140.0,13.0
1679,kfc,beverages,Chocolate Milk 1%,180,10,29,210.0,26.0
1680,kfc,beverages,Milk 2%,170,12,17,180.0,16.0
1681,kfc,beverages,Pepsi®*,200,0,56,40.0,56.0
1682,kfc,beverages,Pepsi®*,250,0,69,55.0,69.0
1683,kfc,beverages,Pepsi®*,380,0,105,75.0,105.0
1684,kfc,beverages,Pepsi®*,800,0,224,160.0,224.0
1685,kfc,beverages,Diet Pepsi®*,0,0,0,50.0,0.0
1686,kfc,beverages,Diet Pepsi®*,0,0,0,60.0,0.0
1687,kfc,beverages,Diet Pepsi®*,0,0,0,95.0,0.0
1688,kfc,beverages,Diet Pepsi®*,0,0,0,200.0,0.0
1689,kfc,beverages,Pepsi MAX®*,0,0,0,50.0,0.0
1690,kfc,beverages,Pepsi MAX®*,0,0,0,60.0,0.0
1691,kfc,beverages,Pepsi MAX®*,0,0,0,95.0,0.0
1692,kfc,beverages,Pepsi MAX®*,0,0,0,200.0,0.0
1693,kfc,beverages,Wild Cherry Pepsi®*,200,0,56,40.0,56.0
1694,kfc,beverages,Wild Cherry Pepsi®*,250,0,69,55.0,69.0
1695,kfc,beverages,Wild Cherry Pepsi®*,380,0,105,75.0,105.0
1696,kfc,beverages,Wild Cherry Pepsi®*,800,0,224,160.0,224.0
1697,kfc,beverages,Sierra Mist®*,200,0,54,40.0,54.0
1698,kfc,beverages,Sierra Mist®*,250,0,68,50.0,68.0
1699,kfc,beverages,Sierra Mist®*,380,0,101,75.0,101.0
1700,kfc,beverages,Sierra Mist®*,800,0,216,160.0,216.0
1701,kfc,beverages,Diet Sierra Mist®,0,0,0,50.0,0.0
1702,kfc,beverages,Diet Sierra Mist®,0,0,0,60.0,0.0
1703,kfc,beverages,Diet Sierra Mist®,0,0,0,95.0,0.0
1704,kfc,beverages,Diet Sierra Mist®,0,0,0,200.0,0.0
1705,kfc,beverages,Miranda® Strawberry*,220,0,58,100.0,58.0
1706,kfc,beverages,Miranda® Strawberry*,280,0,73,125.0,73.0
1707,kfc,beverages,Miranda® Strawberry*,410,0,109,190.0,109.0
1708,kfc,beverages,Miranda® Strawberry*,880,0,232,400.0,232.0
1709,kfc,beverages,Manzanita Sol®*,220,0,58,50.0,58.0
1710,kfc,beverages,Manzanita Sol®*,280,0,73,65.0,73.0
1711,kfc,beverages,Manzanita Sol®*,410,0,109,95.0,109.0
1712,kfc,beverages,Manzanita Sol®*,880,0,232,200.0,232.0
1713,kfc,beverages,Lipton® Brisk® Sweet Iced Tea*,140,0,40,70.0,40.0
1714,kfc,beverages,Lipton® Brisk® Sweet Iced Tea*,180,0,50,90.0,50.0
1715,kfc,beverages,Lipton® Brisk® Sweet Iced Tea*,260,0,75,130.0,75.0
1716,kfc,beverages,Lipton® Brisk® Sweet Iced Tea*,560,0,160,280.0,160.0
1717,kfc,beverages,Lipton® Brisk® Unsweetened No Lemon Iced Tea*,0,0,0,60.0,0.0
1718,kfc,beverages,Lipton® Brisk® Unsweetened No Lemon Iced Tea*,0,0,0,75.0,0.0
1719,kfc,beverages,Lipton® Brisk® Unsweetened No Lemon Iced Tea*,0,0,0,115.0,0.0
1720,kfc,beverages,Lipton® Brisk® Unsweetened No Lemon Iced Tea*,0,0,0,240.0,0.0
1721,kfc,beverages,Lipton® Brisk® Lemon Tea*,140,0,40,30.0,40.0
1722,kfc,beverages,Lipton® Brisk® Lemon Tea*,180,0,50,40.0,50.0
1723,kfc,beverages,Lipton® Brisk® Lemon Tea*,260,0,75,55.0,75.0
1724,kfc,beverages,Lipton® Brisk® Lemon Tea*,560,0,160,120.0,160.0
1725,kfc,beverages,Lipton® Brisk® No Calorie Peach Iced Green Tea*,0,0,0,140.0,0.0
1726,kfc,beverages,Lipton® Brisk® No Calorie Peach Iced Green Tea*,0,0,0,175.0,0.0
1727,kfc,beverages,Lipton® Brisk® No Calorie Peach Iced Green Tea*,0,0,0,265.0,0.0
1728,kfc,beverages,Lipton® Brisk® No Calorie Peach Iced Green Tea*,0,0,0,560.0,0.0
1729,kfc,beverages,Lipton® Brisk® Peach Iced Green Tea*,160,0,42,50.0,42.0
1730,kfc,beverages,Lipton® Brisk® Peach Iced Green Tea*,200,0,53,65.0,53.0
1731,kfc,beverages,Lipton® Brisk® Peach Iced Green Tea*,300,0,79,95.0,79.0
1732,kfc,beverages,Lipton® Brisk® Peach Iced Green Tea*,640,0,165,200.0,165.0
1733,kfc,beverages,Lipton® Brisk® Raspberry Tea*,160,0,42,50.0,42.0
1734,kfc,beverages,Lipton® Brisk® Raspberry Tea*,200,0,53,65.0,53.0
1735,kfc,beverages,Lipton® Brisk® Raspberry Tea*,300,0,79,95.0,79.0
1736,kfc,beverages,Lipton® Brisk® Raspberry Tea*,640,0,168,200.0,168.0
1737,arbys,side dishes,Broccoli,212,4,9,515.0,2.0
1738,arbys,side dishes,Coleslaw,158,1,23,840.0,19.0
1739,arbys,side dishes,Green Beans,240,2,9,420.0,3.0
1740,arbys,side dishes,Italian Spinach,128,3,5,475.0,2.0
1741,arbys,side dishes,Lima Beans,304,8,33,487.0,7.0
1742,arbys,side dishes,Macaroni & Cheese,262,7,29,446.0,2.0
1743,arbys,side dishes,Mashed Potatoes,210,4,23,610.0,2.0
1744,arbys,side dishes,Stewed Tomato,116,3,16,375.0,5.0
1745,arbys,side dishes,"Summer Squash, Onions & Bacon",106,3,9,771.0,5.0
1746,arbys,side dishes,Yellow Sweet Corn,235,4,30,100.0,5.0
1747,arbys,salads,Cobb Salad,515,12,23,915.0,12.0
1748,arbys,salads,Fruit and Poppy Salad,175,4,20,17.0,12.0
1749,arbys,salads,Greek,246,11,16,1345.0,7.0
1750,arbys,salads,Greek Salad w/dressing,766,11,20,1819.0,10.0
1751,arbys,salads,Greek Salad w/Grilled Chicken,823,24,19,1571.0,10.0
1752,arbys,salads,Martha’s Vineyard,268,10,29,144.0,19.0
1753,arbys,salads,Napa Valley,369,30,26,763.0,17.0
1754,arbys,salads,Side Salad with Vinaigrette Dressing,184,1,12,301.0,7.0
1755,arbys,salads,Southern Fried Chicken Salad**,399,23,34,1011.0,8.0
1756,arbys,salads,Strawberry Fields w/dressing,555,17,39,312.0,32.0
1757,arbys,baked potato,Bacon Cheddar Potato,609,17,43,1557.0,6.0
1758,arbys,baked potato,Broccoli & Cheddar Potato,729,20,81,1587.0,8.0
1759,arbys,baked potato,Butter Baked Potato,520,9,72,200.0,4.0
1760,arbys,baked potato,Deluxe Baked Potato,680,26,74,1120.0,4.0
1761,arbys,baked potato,Sweet Potato,312,2,26,252.0,5.0
1762,arbys,reference: bread only,Nine Grain Bread,170,5,32,280.0,7.0
1763,arbys,reference: bread only,Potato White Bread,160,4,27,280.0,2.0
1764,arbys,reference: bread only,Wheat Bread,170,5,31,310.0,7.0
1765,arbys,arby’s roast beef sandwich,"Roast Beef Sandwich, Classic",425,19,34,1143.0,7.0
1766,arbys,arby’s roast beef sandwich,"Roast Beef Sandwich, Grande",563,30,39,1451.0,8.0
1767,arbys,arby’s roast beef sandwich,"Beef ‘n Cheddar, Classic",585,27,42,1662.0,7.0
1768,arbys,arby’s roast beef sandwich,"Beef ‘n Cheddar, Grande",702,37,40,1985.0,9.0
1769,arbys,arby’s roast beef sandwich,Beef & Que,509,25,37,1050.0,5.0
1770,arbys,arby’s roast beef sandwich,Bacon Beef ‘n Cheddar – grass fed beef,605,34,40,2022.0,9.0
1771,arbys,arby’s roast beef sandwich,Super Bacon Deluxe Sandwich – grass fed beef,543,29,41,1530.0,9.0
1772,arbys,arby’s roast beef sandwich,Adventure Meal,340,15,34,677.0,5.0
1773,arbys,arby’s roast beef sandwich,Roast Beef Patty Melt,813,35,67,1282.0,16.0
1774,arbys,arby’s roast beef sandwich,Arby’s Sauce,15,0,4,177.0,1.0
1775,arbys,dinner deals,Meatloaf (4 servings),261,15,15,700.0,7.0
1776,arbys,dinner deals,Meatloaf Sandwich,480,20,49,1042.0,12.0
1777,arbys,dinner deals,Roast Beef Dinner Special w/no Sides (4 srvgs),360,24,33,1013.0,4.0
1778,arbys,dinner deals,TRC Fiesta Chicken Dinner – Whole,7337,56,250,10127.0,158.0
1779,arbys,dinner deals,TRC Fiesta Chicken Dinner – Individual,1834,14,63,2532.0,40.0
1780,arbys,dinner deals,Turkey Dinner Special w/no Sides (4 servings),431,23,39,1069.0,20.0
1781,arbys,turkey roasters,Grand Turkey Club,456,31,40,1305.0,7.0
1782,arbys,turkey roasters,Smoked Turkey Classic,279,22,34,900.0,5.0
1783,arbys,turkey roasters,Turkey ‘n Cheddar Classic,421,29,40,1553.0,9.0
1784,arbys,turkey roasters,Turkey Apple Cheddar,707,35,111,1680.0,44.0
1785,arbys,turkey,Turkey Apple Cheddar Wrap,637,33,93,1720.0,40.0
1786,arbys,turkey,Turkey Avocado,660,35,61,1663.0,4.0
1787,arbys,turkey,Turkey Avocado Wrap,590,33,43,1703.0,0.0
1788,arbys,turkey,Smoked Turkey Ranch,606,29,66,1431.0,15.0
1789,arbys,turkey,Smoked Turkey Ranch Wrap,496,25,42,1471.0,1.0
1790,arbys,turkey,Smokehouse Turkey Club,613,34,61,2161.0,6.0
1791,arbys,turkey,Smokehouse Turkey Club Wrap,542,32,43,2202.0,1.0
1792,arbys,turkey,Turkey Tenderloin Chunk 4 pc,280,24,24,1080.0,0.0
1793,arbys,turkey,Turkey Tenderloin Chunk 6 pc,420,36,36,1620.0,0.0
1794,arbys,turkey,Turkey Tenderloin Chunk 12 pc,840,72,72,3240.0,0.0
1795,arbys,arby’s toasted subs,Angus Three Cheese & Bacon,759,41,45,2073.0,4.0
1796,arbys,arby’s toasted subs,Classic Italian Toasted Sub,845,39,49,2550.0,9.0
1797,arbys,arby’s toasted subs,French Dip Classic Sandwich,481,18,50,1027.0,2.0
1798,arbys,arby’s toasted subs,French Dip Classic with Swiss,526,21,50,1217.0,2.0
1799,arbys,arby’s toasted subs,Grande French Dip (Plain) w/ Au Jus,524,31,52,1711.0,4.0
1800,arbys,arby’s toasted subs,"Grande French Dip w/ Mayo, Swiss & Au Jus",669,34,54,2141.0,4.0
1801,arbys,arby’s toasted subs,Roast Turkey Bacon Ranch,651,35,55,1816.0,16.0
1802,arbys,arby’s toasted subs,Ultimate Philly Beef,1098,21,48,1759.0,5.0
1803,arbys,arby’s toasted subs,Side Au Jus,28,2,3,617.0,1.0
1804,arbys,specialty sandwiches,BBQ Pork Sandwich w/Coleslaw,454,21,28,915.0,4.0
1805,arbys,specialty sandwiches,Corned Beef Reuben Sandwich,566,29,62,1825.0,11.0
1806,arbys,specialty sandwiches,Corned Beef Reuben Double Stack,679,45,62,2974.0,12.0
1807,arbys,specialty sandwiches,Corned Beef Reuben Turkey Double Stack,671,50,62,2315.0,11.0
1808,arbys,build your own turkey burger,Turkey Burger Single BYO,390,21,29,470.0,4.0
1809,arbys,build your own turkey burger,Turkey Burger Double BYO,530,37,29,520.0,4.0
1810,arbys,chicken/fish sandwiches,Crispy Chicken Bacon Swiss**,710,36,45,1446.0,10.0
1811,arbys,chicken/fish sandwiches,Crispy Cravin Chicken Deluxe**,684,30,49,935.0,10.0
1812,arbys,chicken/fish sandwiches,Fish Filet Sandwich,679,21,62,1564.0,9.0
1813,arbys,chicken/fish sandwiches,Rotisserie Chicken Salad Sandwich,343,15,58,658.0,4.0
1814,arbys,chicken/fish sandwiches,Rotisserie Chicken Salad Wrap,273,13,40,698.0,0.0
1815,arbys,chicken/fish sandwiches,Horsey Sauce,62,0,3,173.0,1.0
1816,arbys,chicken tenders,2 Tenders**,250,17,19,790.0,0.0
1817,arbys,chicken tenders,3 Tenders**,380,25,28,1190.0,0.0
1818,arbys,chicken tenders,4 Tenders**,500,34,38,1580.0,0.0
1819,arbys,chicken tenders,5 Tenders**,630,42,47,1980.0,0.0
1820,arbys,chicken platters (meat only),Quarter White (Breast & Wing),380,54,0,130.0,0.0
1821,arbys,chicken platters (meat only),Half Dark,630,66,0,220.0,0.0
1822,arbys,chicken platters (meat only),Half Rotisserie,690,87,0,240.0,0.0
1823,arbys,chicken platters (meat only),Whole Rotisserie,1380,174,0,490.0,0.0
1824,arbys,chicken platters (meat only),Roast Turkey Breast,220,41,0,75.0,0.0
1825,arbys,pick 5 menu,Jr. Ham and Swiss,265,10,23,545.0,0.0
1826,arbys,pick 5 menu,Jr. Melt Sandwich,344,15,26,713.0,8.0
1827,arbys,pick 5 menu,Jr. Smoked Turkey Sandwich,211,8,23,417.0,0.0
1828,arbys,pick 5 menu,Jr. Curly Fry,252,3,29,589.0,0.0
1829,arbys,might minis,Original Roast Beef Mighty Minis Twin Pack,370,22,42,960.0,5.0
1830,arbys,might minis,Original Roast Turkey Mighty Minis Twin Pack,330,25,41,1130.0,5.0
1831,arbys,might minis,Crispy Onion Roast Beef Mighty Minis Twin Pack,540,22,49,1240.0,6.0
1832,arbys,might minis,Crispy Onion Turkey Mighty Minis Twin Pack,500,26,48,1410.0,7.0
1833,arbys,might minis,Spicy Roast Beef Mighty Minis Twin Pack,470,25,43,1330.0,5.0
1834,arbys,might minis,Spicy Turkey Mighty Minis Twin Pack,440,28,42,1500.0,6.0
1835,arbys,soups,Broccoli Cheddar – Cup,250,11,13,930.0,4.0
1836,arbys,soups,Broccoli Cheddar – Bowl,330,14,18,1280.0,5.0
1837,arbys,soups,Brunswick Stew – Cup,208,18,22,790.0,10.0
1838,arbys,soups,Brunswick Stew – Bowl,297,25,31,1128.0,14.0
1839,arbys,soups,Chicken Chili – Cup,250,20,16,681.0,9.0
1840,arbys,soups,Chicken Chili – Bowl,333,27,23,935.0,13.0
1841,arbys,soups,Chicken Noodle – Cup,100,9,9,1030.0,0.0
1842,arbys,soups,Chicken Noodle – Bowl,140,13,13,1470.0,1.0
1843,arbys,soups,Clam Chowder – Cup,300,14,20,960.0,1.0
1844,arbys,soups,Clam Chowder – Bowl,410,20,27,1320.0,2.0
1845,arbys,soups,Lobster Bisque – Cup,320,7,14,630.0,3.0
1846,arbys,soups,Lobster Bisque – Bowl,450,10,20,900.0,4.0
1847,arbys,soups,Tomato Basil – Cup,210,3,17,780.0,11.0
1848,arbys,soups,Tomato Basil – Bowl,310,4,24,1120.0,16.0
1849,arbys,fries/appetizers,Curly Fries – Kids**,252,3,29,589.0,0.0
1850,arbys,fries/appetizers,Curly Fries – Small**,360,4,42,841.0,0.0
1851,arbys,fries/appetizers,Curly Fries – Medium**,540,7,63,1261.0,0.0
1852,arbys,fries/appetizers,Curly Fries – Large**,602,7,70,1408.0,0.0
1853,arbys,fries/appetizers,Curly Fries with Cheddar**,540,10,51,1740.0,5.0
1854,arbys,fries/appetizers,Mozzarella Sticks (2)**,213,9,19,685.0,2.0
1855,arbys,fries/appetizers,Mozzarella Sticks (3)**,320,14,29,1028.0,4.0
1856,arbys,fries/appetizers,Onion Rings (5)**,142,3,32,400.0,3.0
1857,arbys,fries/appetizers,Potato Cakes (2)**,246,2,26,391.0,0.0
1858,arbys,fries/appetizers,Potato Cakes (3)**,380,3,39,650.0,0.0
1859,arbys,fries/appetizers,Potato Cakes (4)**,510,4,52,870.0,0.0
1860,arbys,turnovers,Apple with Icing,330,4,39,340.0,19.0
1861,arbys,turnovers,Cherry with Icing,320,4,39,320.0,17.0
1862,arbys,turnovers,Chocolate,510,5,67,260.0,39.0
1863,arbys,muffins,Blueberry Muffin,210,3,23,150.0,14.0
1864,arbys,muffins,Carrot Raisin,240,3,23,210.0,13.0
1865,arbys,muffins,Cranberry Nut Muffin,215,4,29,189.0,16.0
1866,arbys,muffins,Zucchini Muffin,180,2,26,190.0,16.0
1867,arbys,cookies,Chocolate Chip,260,4,33,120.0,13.0
1868,arbys,cookies,Macadamia Nut,260,4,31,120.0,14.0
1869,arbys,cookies,Oatmeal Raisin,200,3,35,190.0,13.0
1870,arbys,cookies,Peanut Butter,290,7,24,160.0,12.0
1871,arbys,cookies,Chocolate Chocolate,409,3,66,353.0,37.0
1872,arbys,cookies,Red Velvet,465,4,80,527.0,47.0
1873,arbys,milkshakes,Berry Shake – Regular,687,19,89,315.0,80.0
1874,arbys,milkshakes,Berry Shake – Large,983,21,127,461.0,114.0
1875,arbys,milkshakes,Cherry Shake – Regular,575,14,70,288.0,65.0
1876,arbys,milkshakes,Cherry Milkshake – Large,886,20,112,431.0,104.0
1877,arbys,milkshakes,Chocolate Shake – Regular,580,14,70,344.0,63.0
1878,arbys,milkshakes,Chocolate Shake – Large,897,22,113,543.0,99.0
1879,arbys,milkshakes,Jamocha – Value,250,6,35,180.0,27.0
1880,arbys,milkshakes,Jamocha – Regular,390,9,54,290.0,42.0
1881,arbys,milkshakes,Mint Chocolate Milkshake – Regular,725,15,90,320.0,81.0
1882,arbys,milkshakes,Mint Chocolate Milkshake – Large,1059,22,138,465.0,125.0
1883,arbys,milkshakes,Orange – Value,330,8,44,210.0,37.0
1884,arbys,milkshakes,Orange – Regular,510,12,69,330.0,57.0
1885,arbys,milkshakes,Strawberry Shake – Regular,567,14,69,292.0,64.0
1886,arbys,milkshakes,Strawberry Shake – Large,871,20,109,439.0,101.0
1887,arbys,milkshakes,Vanilla Milkshake – Regular,552,14,65,288.0,61.0
1888,arbys,milkshakes,Vanilla Milkshake – Large,871,20,109,433.0,101.0
1889,arbys,sundaes,Mini Sundae – Caramel,264,4,33,60.0,18.0
1890,arbys,sundaes,Mini Sundae – Chocolate,265,4,33,60.0,18.0
1891,arbys,sundaes,Mini Sundae – Mango,268,4,34,60.0,30.0
1892,arbys,sundaes,Mini Sundae – Strawberry,268,4,34,60.0,30.0
1893,arbys,concretes,Oreo,829,13,95,453.0,69.0
1894,arbys,concretes,Snickers,694,12,72,221.0,63.0
1895,arbys,concretes,Strawberry,577,11,59,154.0,51.0
1896,arbys,concretes,Strawberry Banana,602,11,66,154.0,55.0
1897,arbys,smoothies,Raspberry Smoothie Small,204,6,31,114.0,31.0
1898,arbys,smoothies,Raspberry Smoothie Large,272,8,42,152.0,41.0
1899,arbys,smoothies,Strawberry Smoothie Small,204,6,31,114.0,31.0
1900,arbys,smoothies,Strawberry Smoothie Large,272,8,42,152.0,41.0
1901,arbys,other desserts,Chocolate Molten Lava Cake,340,4,53,280.0,35.0
1902,arbys,other desserts,Ice Cream Custard Cone,380,9,44,219.0,37.0
1903,arbys,other desserts,Ice Cream Custard Cup,397,10,42,218.0,40.0
1904,arbys,other desserts,Jamocha Cream Pie,300,3,32,220.0,22.0
1905,arbys,beverages,Chocolate Milk,180,8,32,210.0,30.0
1906,arbys,beverages,Fresh Squeezed Lemonade,224,0,59,7.0,55.0
1907,arbys,beverages,Frozen Lemonade – Small,186,0,50,6.0,45.0
1908,arbys,beverages,Frozen Lemonade – Large,224,0,59,8.0,54.0
1909,arbys,beverages,Frozen Lemonade Raspberry – Small,276,0,73,6.0,45.0
1910,arbys,beverages,Frozen Lemonade Raspberry – Large,404,0,105,8.0,54.0
1911,arbys,beverages,Frozen Lemonade Strawberry – Small,237,0,62,6.0,57.0
1912,arbys,beverages,Frozen Lemonade Strawberry – Large,326,0,84,8.0,78.0
1913,arbys,beverages,Juice,80,0,21,25.0,20.0
1914,arbys,beverages,Milk,130,8,13,125.0,12.0
1915,arbys,beverages,Raspberry Lemonade,250,0,66,7.0,50.0
1916,arbys,beverages,Strawberry Lemonade,256,0,67,7.0,62.0
1917,dunkindonuts,am snacks,Brown Sugar Flavored Oatmeal with Dried Fruit Topping,300,7,61,470.0,28.0
1918,dunkindonuts,am snacks,Hash Browns – 9 Pieces,200,2,22,730.0,0.0
1919,dunkindonuts,am snacks,Hash Browns – 6 pieces,130,1,15,480.0,0.0
1920,dunkindonuts,am snacks,Original Oatmeal with Dried Fruit Topping,270,7,54,140.0,22.0
1921,dunkindonuts,am snacks,Sausage Pancake Bites,300,7,23,550.0,7.0
1922,dunkindonuts,bagel twist,Cheddar Cheese Bagel Twist,390,16,65,770.0,7.0
1923,dunkindonuts,bagel twist,Cinnamon Raisin Bagel Twist,350,12,72,510.0,20.0
1924,dunkindonuts,bagels,Blueberry Bagel,320,11,68,570.0,12.0
1925,dunkindonuts,bagels,Cinnamon Raisin Bagel,320,12,66,500.0,14.0
1926,dunkindonuts,bagels,Everything Bagel,340,12,67,630.0,7.0
1927,dunkindonuts,bagels,Garlic Bagel,330,12,69,630.0,7.0
1928,dunkindonuts,bagels,Multigrain Bagel,350,15,63,450.0,8.0
1929,dunkindonuts,bagels,Onion Bagel,310,11,63,500.0,4.0
1930,dunkindonuts,bagels,Plain Bagel,310,11,64,620.0,7.0
1931,dunkindonuts,bagels,Poppy Seed Bagel,340,12,66,630.0,7.0
1932,dunkindonuts,bagels,Pretzel Salt Bagel,310,11,64,3380.0,7.0
1933,dunkindonuts,bagels,Pumpkin Bagel,400,13,77,600.0,19.0
1934,dunkindonuts,bagels,Sesame Seed Bagel,350,12,65,630.0,7.0
1935,dunkindonuts,bagels,Sour Cream and Onion Bagel,330,13,66,1050.0,6.0
1936,dunkindonuts,bagels,Wheat Bagel,300,12,63,470.0,8.0
1937,dunkindonuts,bakery-sandwiches,BBQ Angus Steak and Cheese Wrap,390,23,25,870.0,6.0
1938,dunkindonuts,bakery-sandwiches,BBQ Chicken Sandwich,590,30,74,1420.0,10.0
1939,dunkindonuts,bakery-sandwiches,Bacon Ancho Chicken Sandwich,640,34,70,1620.0,7.0
1940,dunkindonuts,bakery-sandwiches,Bacon Ranch Chicken Sandwich,660,34,69,1620.0,6.0
1941,dunkindonuts,bakery-sandwiches,Chicken Salad Wrap,500,23,25,1230.0,3.0
1942,dunkindonuts,bakery-sandwiches,Chicken Salad on a Croissant,560,17,38,890.0,6.0
1943,dunkindonuts,bakery-sandwiches,Deluxe Grilled Cheese with Bacon,550,22,41,1140.0,4.0
1944,dunkindonuts,bakery-sandwiches,Deluxe Grilled Cheese with Ham,530,22,41,1210.0,4.0
1945,dunkindonuts,bakery-sandwiches,Ham and Cheese on a French Roll,440,24,54,1380.0,3.0
1946,dunkindonuts,bakery-sandwiches,Pretzel Roll Roast Beef Sandwich,440,24,47,1330.0,4.0
1947,dunkindonuts,bakery-sandwiches,Ranch Angus Steak and Cheese Wrap,430,23,23,860.0,2.0
1948,dunkindonuts,bakery-sandwiches,Roast Beef on a French Roll,460,26,54,1100.0,3.0
1949,dunkindonuts,bakery-sandwiches,Texas Toast Grilled Cheese,510,18,41,940.0,3.0
1950,dunkindonuts,bakery-sandwiches,Tuna Melt on a Croissant,680,23,42,1010.0,5.0
1951,dunkindonuts,bakery-sandwiches,Tuna Salad Sandwich on a Plain Bagel,570,22,69,1130.0,7.0
1952,dunkindonuts,bakery-sandwiches,Tuna Salad Sandwich on an English Muffin,400,15,34,630.0,2.0
1953,dunkindonuts,bakery-sandwiches,Tuna Salad Wrap,520,24,25,1180.0,2.0
