,title,description,date,aid,bvid,time,length,play,typeid,comment,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like,dislike,no_reprint,copyright,typename,section,sub-section
195,美剧《良医》男主角：剧组的道具医用口罩快被人偷光了,"青蜂侠
【美剧《良医》男主角：剧组的道具医用口罩快被人偷光了】近日，医疗美剧《良医》中男主角的扮演者弗莱迪·海默在一档访谈节目中提到新冠疫情的影响。他对主持人表示，剧组已被变相影响，因为道具中的医用口罩和护目镜几乎被人偷拿光了，甚至还有人偷除菌皂……",2020-03-09 09:06:35,94924222,BV1FE411T7tL,1583744795,00:55,694558,96.0,1016.0,694589,495,1016,2241,1215,2605,0,0,35737,0,0,2,星海-科技,科技,星海
196,外交部：谴责美国国务卿蓬佩奥“武汉冠状病毒”表述,"来源：外交部发言人办公室
“外交部发言人办公室”消息，在3月9日外交部例行记者会上，有记者问：据报道，美国国务卿蓬佩奥3月6日接受美国媒体采访时将新型冠状病毒称为“武汉冠状病毒”。中方对此有何评论？
耿爽：世界卫生组织已经就新型冠状病毒作出正式命名。个别美国政客不尊重科学，不尊重世卫组织的决定，迫不及待地借新冠病毒对中国和武汉进行污名化，我们谴责这种卑劣的做法。",2020-03-09 12:45:44,94980631,BV17E411T7Rm,1583757944,00:25,391352,96.0,767.0,391354,420,767,914,1791,611,0,0,33531,0,0,2,星海-科技,科技,星海
197,习近平深入武汉社区 看望居民群众和防控一线工作人员,"央视新闻
习近平深入武汉社区 看望居民群众和防控一线工作人员",2020-03-10 11:54:23,95236484,BV1TE411K7cx,1583841263,00:48,385535,96.0,48.0,385537,0,48,1776,4622,1542,0,0,49308,0,0,2,星海-科技,科技,星海
198,习近平考察火神山医院 看望慰问患者和医务工作者,"央视新闻
习近平考察火神山医院 看望慰问患者和医务工作者",2020-03-10 12:59:54,95237292,BV1KE411K7B2,1583845194,00:37,215884,96.0,61.0,215885,0,61,677,2584,566,0,0,35851,0,0,2,星海-科技,科技,星海
199,大连小伙走错车厢滞留武汉 成为战“疫”志愿者,"央视新闻
大连小伙走错车厢滞留武汉 成为战“疫”志愿者",2020-03-11 06:47:58,95410338,BV1UE411K7yL,1583909278,09:13,323584,138.0,1574.0,323595,2772,1574,3461,4064,2735,0,0,38762,0,0,2,搞笑-生活,生活,搞笑
200,【只有中国帮我们】意大利大使在美媒喊话-批欧盟无一国响应求援，只有中国帮我们,"青蜂侠
【只有中国帮我们】意大利大使在美媒喊话-批欧盟无一国响应求援，只有中国帮我们",2020-03-12 09:05:18,95717598,BV1dE411V7t6,1584003918,01:03,1429556,96.0,5077.0,1429628,2870,5077,4083,2579,1541,0,74,72045,0,0,2,星海-科技,科技,星海
201,【耿爽：知道什么意思吗？呵呵】美国官员就疫情向中国甩锅　耿爽：行有不得反求诸己。知道什么意思吗？呵呵,"外交部
【耿爽：知道什么意思吗？呵呵】美国官员就疫情向中国甩锅　耿爽：行有不得反求诸己。知道什么意思吗？呵呵",2020-03-13 02:22:09,95877065,BV1vE411571w,1584066129,03:27,2685520,39.0,7171.0,2685651,11016,7171,26403,29049,15175,0,37,206869,0,0,2,演讲· 公开课-科技,科技,演讲· 公开课
202,厉害了！用歼20技术制成全自动口罩机,"央视军事
为加快口罩生产，中国航空人应用制造歼-10、歼-20飞机的数字化技术，研制出全自动口罩生产机，目前已下线投产！每台机器可连续工作24小时，1分钟就能产100只口罩；24台机器的口罩日产能超300万只！看“航空气质”口罩机长啥样↓",2020-03-13 03:13:31,95885550,BV1mE41157Wo,1584069211,01:42,987555,96.0,4149.0,987620,2947,4149,6278,7187,5862,0,0,82176,0,0,2,星海-科技,科技,星海
203,89岁老兵：请将我和老伴的遗体献给国家,"中国军视网
【89岁老兵：请将我和老伴的遗体献给国家】日前，经过火神山医院医护人员1个多月的精心救治后，89岁老兵张振文和老伴一起康复出院。临走前，老两口做出了一个让人出乎意料的决定：百年归老后，将他们的遗体捐赠给国家！",2020-03-15 08:14:54,96488000,BV197411Z7Q6,1584260094,01:17,384750,96.0,2070.0,384773,2770,2070,3320,4404,606,0,0,54927,0,0,2,星海-科技,科技,星海
204,那年，他们风华正茂……,"那年，他们风华正茂…如今，他们国之栋梁！
来源：@共青团大邑县委",2020-03-15 13:46:42,96574512,BV187411f7ye,1584280002,00:21,627694,96.0,2383.0,627778,2166,2382,13472,17752,3686,0,0,81704,0,1,1,星海-科技,科技,星海
205,247秒，告诉你一个真实的火神山医院。,"来源：中央军委政治工作部宣传局、新华社解放军分社
如今，你我他之间，隔着一层薄薄的口罩，但疫情终会过去。
那个时候的武汉，樱花烂漫，热干面飘香。
待那时，摘下口罩，我们再拥抱。",2020-03-16 10:26:57,96762566,BV1q7411o7YB,1584354417,04:08,409511,96.0,2062.0,409539,5522,2062,12171,15262,2251,0,0,66524,0,0,2,星海-科技,科技,星海
206,塞尔维亚总统：只有中国能提供帮助，欧洲团结不存在的,"人民日报
【人类命运共同体】塞尔维亚总统：只有中国能提供帮助，欧洲团结不存在的",2020-03-16 11:09:44,96810325,BV1A7411Z7g5,1584356984,00:26,2196930,96.0,12908.0,2197005,5210,12908,13289,8634,8571,0,49,126539,0,0,2,星海-科技,科技,星海
207,“江湖再见！”,来源：人民日报微博,2020-03-17 12:50:08,97109018,BV1C7411d7Wi,1584449408,00:20,445609,96.0,1750.0,445629,1243,1750,3822,4666,1013,0,0,58049,0,0,2,星海-科技,科技,星海
208,外交部：中国愿派医疗专家组赴塞尔维亚,"来源：外交部发言人办公室
【外交部：中国愿派医疗专家组赴塞尔维亚】17日，外交部回应塞尔维亚总统求助，发言人耿爽表示，我们不会忘记塞尔维亚政府和人民对中方的支持。如今，塞尔维亚面临疫情威胁，我们将坚定同塞尔维亚人民站在一起并肩作战，愿意向塞方提供口罩、防护服等物资，派医疗专家组赴塞，分享防控诊疗经验。",2020-03-17 13:36:52,97122823,BV127411d7RK,1584452212,01:24,1528191,96.0,4091.0,1528247,5424,4091,6724,7276,1813,0,0,101028,0,0,2,星海-科技,科技,星海
209,启动临床实验！军队成功研制重组新冠疫苗,"央视军事
【启动临床实验！军队成功研制重组新冠疫苗】军事科学院军事医学研究院陈薇院士团队自1月26日抵达武汉以来，争分夺秒攻关，昨日疫苗获批启动临床试验！陈薇院士说：疫苗是终结新冠最有力的科技武器，这个武器如果由中国率先研制出来，有自己的知识产权，不仅体现中国科技的进步，也体现了我们的大国形象！",2020-03-18 00:49:08,97212672,BV157411o7qJ,1584492548,01:19,440232,96.0,4553.0,440270,1960,4553,3331,5457,6423,0,96,57444,0,0,2,星海-科技,科技,星海
210,耿爽：哪家美媒有意见可向美政府提出。中方不惹事，但也不怕事。,"外交部发言人办公室
耿爽：哪家美媒有意见可向美政府提出。中方不惹事，但也不怕事。",2020-03-18 13:11:07,97390925,BV1z7411R76j,1584537067,00:21,931312,96.0,4379.0,931338,1016,4379,4781,9052,1840,0,0,88898,0,0,2,星海-科技,科技,星海
211,【团员青年出来挨夸】中国共青团，一直在你身边,"制作：@Gk-loma
什么是青年人的担当？无论是在“雄关漫道真如铁”的革命年代、“人间正道是沧桑”的建设年代还是“长风破浪会有时”的新时代，在一次又一次血与火的大考中，青年总是挺身而出、冲锋在前。从来就没有哪一代人的青春是容易的，全民战疫的背后，有着无数青年的热血浇灌，数字清零、方舱关闭、医护还乡，充满斗志的青春却永恒绽放。这就是青年应有的样子，他们是能担当的一代，是值得信赖的一代。中国共青团，一直在你身边！",2020-03-19 08:13:04,97584279,BV1kE411P7A4,1584605584,03:42,149803,96.0,1813.0,149804,920,1813,1656,5283,864,0,0,27971,0,1,1,星海-科技,科技,星海
212,耿爽：一亿美元？别国收没收到我不清楚，中国没有。,"外交部发言人办公室
【耿爽：一亿美元？别国收没收到我不清楚，中国没有。】20日，外交部发言人耿爽在例行记者会上表示，有美国政府官员在多个场合曾经表示，将向包括中国在内的有关国家提供1亿美元的抗疫援助。别的国家是否收到我不清楚，但我可以明确地告诉你，迄今为止，中方从未收到来自美国政府的资金和援助。",2020-03-20 12:15:47,97931499,BV1BE411A75Z,1584706547,01:02,2966392,96.0,9799.0,2966647,5260,9799,13214,10989,9428,0,29,175983,0,0,2,星海-科技,科技,星海
213,耿爽：说中国产品带病毒的人别戴中国口罩,"外交部发言人办公室
【耿爽：说中国产品带病毒的人别戴中国口罩】3月20日，针对个别西方学者称从中国购买的产品都有新冠病毒言论，外交部发言人耿爽回应：我不知道这些人发表耸人听闻言论的目的是什么，是哗众取宠还是欺世盗名？如果有人说“中国制造有毒”，那么请说这种话的人面对疫情，不要戴中国制造的口罩，不要穿中国生产的防护服，不要用中国出口的呼吸机，以免染上病毒。",2020-03-21 03:15:03,98074209,BV1zE411c7PQ,1584760503,01:40,1095830,96.0,4491.0,1095936,4226,4491,7584,9365,3974,0,0,110357,0,0,2,星海-科技,科技,星海
